run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0011,MPCC_P,cv,1,Iac,pulse,17.1651066981588,222.391981529693,50,0.0,,,0.0,0.0,50,0.0,0.122814064725167,0.305112325836243,0.831233482298037,0.184040720917546,,0.0,0.0,20,0.934550306220573,-10.4096722558247,OK
D0012,CRPR,cc,1,Vdc,tri,-33.7209321356076,167.332269373314,50,0.0,,,0.0,0.0,50,0.0,0.187812051214983,0.660285941646805,0.783434848345074,0.102914992497084,,0.0,0.0,20,0.884551712249132,-21.0407526652913,OK
D0013,MPCC_D_F10,cv,1,Vbat,ramp,-18.6064192788898,149.314386838032,50,0.0,,,0.0,0.0,50,0.0,0.118017387112597,0.543616985104511,0.89143729951075,0.294520222780979,Iac,0.884419923989945,0.0,20,0.811250202217236,-28.9818836335642,OK
D0014,MPCC_D_F1,cc,2,Vac,ramp,12.7439229849716,94.0069287230179,50,0.0,Iac,step,-13.78989708543,48.7035614687959,50,0.0,0.193640560904884,0.505246684907155,0.652011737132455,0.161947185101041,,0.0,0.0,20,0.0,0.0,OK
D0015,MPCC_D_R,cv,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.129500033734314,0.422367566294366,0.740384611522056,0.155080185721282,,0.0,0.762454556246052,20,0.0,0.0,OK
D0016,MPCC_P,cc,1,Vdc,step,114.101086024584,1641.78748630213,50,0.0,,,0.0,0.0,50,0.0,0.0834621412536933,0.575490464728543,0.661400487533202,0.172145767069555,,0.0,0.762626588034811,10,0.0,0.0,OK
D0017,MPCC_P,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.148450028266378,0.555008358417454,0.666975089547823,0.257397091999983,,0.0,0.811016122017597,20,1.0388189465958,-27.5458105229606,OK
D0018,MPCC_D_F1,cc,2,Ibat,step,1.19814147690749,4.57606151220201,50,0.0,Vbat,step,-4.56687200529575,20.595379866812,50,0.0,0.162520442915902,0.566440666994129,0.695460056342884,0.270446613734919,,0.0,0.94573506377469,15,0.0,0.0,OK
D0019,CRPR,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.0624499347510339,0.568790832512187,0.68453292186908,0.166289312654186,,0.0,0.0,20,0.0,0.0,OK
D0020,MPCC_D_F1,cc,2,Iac,sine,4.68315413977602,20.3924401899599,50,281.881299405244,Ibat,sine,-1.2566501449476,5.28403507240019,50,86.1185578318594,0.153763637263833,0.451472376802163,0.853959369326921,0.107177917123371,Iac,0.768170779774965,0.0,20,0.0,0.0,OK
D0021,CRPR,cc,1,Vbat,step,-15.4225993530278,57.794770714595,50,0.0,,,0.0,0.0,50,0.0,0.0576159885043065,0.420908757585847,0.655404062478987,0.141184553053488,Vdc,3.48778864947847,0.0,20,0.0,0.0,OK
D0022,MPCC_P,cc,1,Vbat,step,-20.6748711723898,108.643041346358,50,0.0,,,0.0,0.0,50,0.0,0.100829594090555,0.408213133319132,0.864795499630336,0.134232310722335,,0.0,0.0,20,0.652763389855744,25.4408774288907,OK
D0023,MPCC_D_F1,cc,1,Vac,ramp,-19.4175533200561,71.649361101314,50,0.0,,,0.0,0.0,50,0.0,0.15293331278562,0.366855681240022,0.720598960991778,0.144209072652331,,0.0,0.0,20,0.0,0.0,OK
D0024,MPCC_D_R,cc,2,Vac,step,-18.439300355306,130.217655913261,50,0.0,Vbat,pulse,-14.2846551015476,65.5404798024089,50,0.0,0.160976148531416,0.698582290035639,0.705016824945713,0.172211270792812,,0.0,0.0,20,0.0,0.0,OK
D0025,MPCC_D_R,cc,1,Iac,ramp,7.97452611076715,101.897626641875,50,0.0,,,0.0,0.0,50,0.0,0.0676063320702073,0.573987497749654,0.696477808022545,0.182220025585023,,0.0,0.0,20,0.884323454623708,16.5210225227565,OK
D0026,MPCC_P,cc,1,Iac,sine,4.70408784119117,25.4678974202305,50,101.795617659952,,,0.0,0.0,50,0.0,0.0781882087433103,0.407802098246767,0.847305184042715,0.274112412495165,,0.0,0.782083779191302,20,0.0,0.0,OK
D0027,MPCC_D,cc,1,Vac,sine,28.210016169541,106.652843944003,50,269.734396947667,,,0.0,0.0,50,0.0,0.196918494821678,0.657277738686054,0.867000799969934,0.176676154574524,,0.0,0.796505022647412,10,0.0,0.0,OK
D0028,MPCC_D_F10,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.126648947247967,0.37307734336633,0.749398092175029,0.256261641254695,,0.0,0.0,20,0.0,0.0,OK
D0029,MPCC_D_R,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.131344531101316,0.590654313131003,0.840809301082571,0.190543811519882,,0.0,0.0,20,0.0,0.0,OK
D0030,MPCC_D_F1,cc,1,Vac,ramp,-19.234153556882,103.390488416736,50,0.0,,,0.0,0.0,50,0.0,0.101999276056965,0.696700396917443,0.690912681525688,0.292521562734864,,0.0,0.0,20,0.0,0.0,OK
D0031,MPCC_P,cc,1,Vdc,step,-74.3534689487313,510.675332938129,50,0.0,,,0.0,0.0,50,0.0,0.0705375573265742,0.66334952091596,0.896717500773116,0.141633092380944,,0.0,0.0,20,0.737428694937059,-18.9331896794554,OK
D0032,MPCC_D_R,cc,1,Ibat,ramp,-5.17587405286293,37.9750891840749,50,0.0,,,0.0,0.0,50,0.0,0.172430770866872,0.34043462412345,0.888914137247942,0.247333919602245,,0.0,0.0,20,0.0,0.0,OK
D0033,MPCC_P,cc,1,Ibat,sine,4.4061168858537,29.7008847196121,50,28.6407256632819,,,0.0,0.0,50,0.0,0.0777559890742857,0.307864570172018,0.715074922721725,0.27407913766939,,0.0,1.09242506946525,20,0.0,0.0,OK
D0034,CRPR,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.190423780412738,0.470629752694213,0.808223171621119,0.102778169664044,Vdc,3.24447389881031,0.0,20,0.0,0.0,OK
D0035,MPCC_D,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.0667019954138747,0.550574891581701,0.719356137939032,0.263446962380534,Iac,0.5687032437841,0.0,20,0.0,0.0,OK
D0036,MPCC_D_F10,cc,2,Vac,ramp,6.13963225386253,22.2386337972523,50,0.0,Iac,step,-5.4086237984378,50.7785791053295,50,0.0,0.104482189478154,0.374622724915726,0.685793361930258,0.261471825974033,,0.0,0.0,20,0.0,0.0,OK
D0037,MPCC_D_R,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.152633602619476,0.341375022007999,0.795473719219998,0.224016842034725,,0.0,0.989041064214927,20,0.0,0.0,OK
D0038,MPCC_D,cc,2,Vac,step,-7.61125484969188,47.6870157151146,50,0.0,Iac,hall,11.0629582960814,65.943641728368,100,0.0,0.14089419229859,0.380050737143962,0.825706223402682,0.226726819434281,,0.0,0.0,20,0.0,0.0,OK
D0039,MPCC_D_F1,cc,1,Iac,ramp,18.5876137289806,64.9665697368041,50,0.0,,,0.0,0.0,50,0.0,0.128827187504688,0.485563362324027,0.68051246670755,0.220400401358288,,0.0,0.0,20,0.0,0.0,OK
D0040,MPCC_D,cv,1,Vbat,sine,17.7835578434285,88.8271752592793,50,293.028667179478,,,0.0,0.0,50,0.0,0.0955868458011148,0.510559809718858,0.721826296197337,0.190070117393454,,0.0,1.05692024775428,10,1.02588507917622,-14.0449645256957,OK
D0041,MPCC_P,cv,1,Vbat,pulse,-11.631941999834,96.3240747878654,50,0.0,,,0.0,0.0,50,0.0,0.140579853342322,0.376372265111896,0.660867371411188,0.123284740633306,Vdc,3.44350600644733,0.0,20,0.0,0.0,OK
D0042,MPCC_D,cc,1,Ibat,ramp,-5.95650804457232,20.3656992325167,50,0.0,,,0.0,0.0,50,0.0,0.0733991780504304,0.32323344486728,0.799664621049259,0.131203728088487,,0.0,0.731821235243195,5,0.0,0.0,OK
D0043,CRPR,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.17887062364229,0.56643608523921,0.710147404991337,0.165427811162228,,0.0,0.980186733326127,10,0.0,0.0,OK
D0044,MPCC_D_R,cv,1,Iac,ramp,14.4928118732144,88.2872126766315,50,0.0,,,0.0,0.0,50,0.0,0.141385757092723,0.457511820435301,0.740125209064071,0.171862167561614,,0.0,0.748054491205936,20,0.0,0.0,OK
D0045,MPCC_D_R,cc,1,Vdc,step,82.7391682704426,389.313881330171,50,0.0,,,0.0,0.0,50,0.0,0.120921195463323,0.319408800362578,0.669322391519793,0.188893899194361,,0.0,0.0,20,0.0,0.0,OK
D0046,MPCC_D_F10,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.19058560362326,0.317146179340906,0.839518966162454,0.162615387126336,,0.0,0.0,20,0.0,0.0,OK
D0047,CRPR,cc,1,Iac,sine,5.6863382537182,101.536607827982,50,35.5413437455718,,,0.0,0.0,50,0.0,0.169940690249008,0.558224741803317,0.737866951473175,0.241521027651816,,0.0,0.0,20,0.0,0.0,OK
D0048,CRPR,cc,1,Iac,ramp,-7.7862679017698,91.0948545942085,50,0.0,,,0.0,0.0,50,0.0,0.0986705896217343,0.645884154676103,0.72474409436474,0.258406852131086,,0.0,0.0,20,0.0,0.0,OK
D0049,MPCC_P,cv,2,Vac,sine,36.3680535334941,208.180173001535,50,159.19660184191,Ibat,step,2.6039674308891,40.2283975045831,50,0.0,0.135032698924951,0.518786352097213,0.872900859569441,0.236655351994997,Vdc,4.10571880256299,0.0,20,0.0,0.0,OK
D0050,MPCC_D,cv,1,Vbat,sine,-9.13021501976264,66.1891786517869,50,52.3680683386158,,,0.0,0.0,50,0.0,0.199486134523197,0.463278880133279,0.749082477430694,0.175463019538225,,0.0,0.0,20,0.0,0.0,OK
D0051,MPCC_D_F10,cv,1,Vac,ramp,-22.0728526959494,211.131259357121,50,0.0,,,0.0,0.0,50,0.0,0.192400670997501,0.363068067509506,0.811004931754958,0.156842599748058,,0.0,0.834611593745723,5,0.0,0.0,OK
D0052,MPCC_D_F10,cv,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.143019696481529,0.321556087839378,0.804605442337403,0.11965689306738,,0.0,0.0,20,0.0,0.0,OK
D0053,MPCC_D_R,cc,1,Vac,step,-17.1724757996003,149.333229445256,50,0.0,,,0.0,0.0,50,0.0,0.130362461640961,0.630982510711738,0.73804372842299,0.217170276826967,Vac,6.8971304629988,0.833242888923422,15,0.0,0.0,OK
D0054,MPCC_D,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.195340431007923,0.620552502406584,0.779570682041869,0.101721090401754,,0.0,0.0,20,0.826202913491149,-18.0958807799327,OK
D0055,CRPR,cc,1,Vdc,step,-96.7160045428697,396.492221715488,50,0.0,,,0.0,0.0,50,0.0,0.0928316353197198,0.645052150820656,0.710630675374516,0.206224765961451,Vac,9.29010006087062,0.0,20,0.0,0.0,OK
D0056,MPCC_D_R,cc,1,Iac,hall,-8.44151076218076,116.3964570804,100,0.0,,,0.0,0.0,50,0.0,0.172004892977309,0.399139821404504,0.699097604303631,0.170889292928205,Vac,8.94818379323429,0.0,20,0.0,0.0,OK
D0057,CRPR,cv,1,Ibat,ramp,-3.972810829718,14.4659317015474,50,0.0,,,0.0,0.0,50,0.0,0.131759555567578,0.622839777132151,0.727695674640022,0.213191178152301,,0.0,0.0,20,0.0,0.0,OK
D0058,MPCC_D,cc,1,Vac,step,38.909214279756,268.024329058208,50,0.0,,,0.0,0.0,50,0.0,0.0934451008660938,0.42352178351537,0.668905516648784,0.214352316465544,Vac,5.10030594713501,0.664683168983121,20,0.775499057573564,21.4901569885254,OK
D0059,MPCC_D_R,cv,2,Iac,step,13.3237951920694,87.2298084248101,50,0.0,Vac,step,8.66494685674436,110.435110903061,50,0.0,0.0922909650294369,0.402512223124002,0.671039235215365,0.214714736787526,Iac,1.65414051378895,1.07048786642803,20,0.0,0.0,OK
D0060,MPCC_P,cv,1,Vdc,step,32.3393370680104,120.394959594724,50,0.0,,,0.0,0.0,50,0.0,0.109738093834815,0.451765966209839,0.816437392572077,0.213394160193843,,0.0,0.0,20,0.875148426450781,-15.7324101312345,OK
D0061,MPCC_D_F10,cv,2,Vbat,step,-9.84127688753259,57.2998628730609,50,0.0,Ibat,step,4.3249872604058,19.9431378026684,50,0.0,0.0505318320214596,0.669457738655354,0.77488782683666,0.292985286644536,Vdc,4.16010038036107,0.0,20,0.0,0.0,OK
D0062,CRPR,cc,1,Vac,step,38.3710134472504,704.516933822188,50,0.0,,,0.0,0.0,50,0.0,0.0936414855899201,0.517120115572084,0.752850499952444,0.226283074746153,,0.0,0.0,20,0.0,0.0,OK
D0063,MPCC_D_F1,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.125001524149123,0.402434711886459,0.781418140273213,0.130607716362378,,0.0,0.0,20,0.0,0.0,OK
D0064,MPCC_D,cc,1,Vac,ramp,18.8677707559797,100.884761943221,50,0.0,,,0.0,0.0,50,0.0,0.0967476496813093,0.425334944479028,0.762464724713863,0.191403965078944,,0.0,0.663174738918828,5,0.935603498984009,-14.4888347839948,OK
D0065,MPCC_P,cv,1,Vbat,ramp,-7.42355842670395,42.076796875273,50,0.0,,,0.0,0.0,50,0.0,0.0744425333760633,0.579725501291107,0.693161163888802,0.160675276175682,Vac,7.75768128951951,0.695312168269268,20,0.0,0.0,OK
D0066,CRPR,cv,1,Iac,ramp,-9.8881973841009,38.4345201732305,50,0.0,,,0.0,0.0,50,0.0,0.087681557523049,0.603366556614243,0.819777218861408,0.138890011466774,Vdc,4.03401726989904,0.0,20,0.0,0.0,OK
D0067,MPCC_D_F1,cc,1,Ibat,sine,1.32826714667866,6.709525485541,50,90.7457430201262,,,0.0,0.0,50,0.0,0.107941667156406,0.385259943473742,0.732897955253359,0.111999585912124,,0.0,0.807643958171177,10,0.834314829440801,-18.2450890305194,OK
D0068,MPCC_P,cv,1,Vdc,sine,113.289602306725,453.176996549433,50,350.216385864141,,,0.0,0.0,50,0.0,0.0944581937443591,0.622900877364476,0.67812804195278,0.22215535649943,,0.0,0.0,20,0.0,0.0,OK
D0069,MPCC_P,cc,1,Vdc,sine,89.782965700171,363.540129140375,50,27.4954753416934,,,0.0,0.0,50,0.0,0.08803834313302,0.341990833474044,0.847352314107723,0.212269795154115,,0.0,0.0,20,0.0,0.0,OK
D0070,MPCC_D_R,cc,1,Iac,step,-9.59871024769787,83.0545412986888,50,0.0,,,0.0,0.0,50,0.0,0.0722012151394675,0.643813640897283,0.876292543430949,0.163366514238148,,0.0,0.0,20,0.968658623827658,-13.7021877641156,OK
D0071,MPCC_P,cc,1,Ibat,step,-2.63608613155488,11.5030550639714,50,0.0,,,0.0,0.0,50,0.0,0.168246605095767,0.589041713751935,0.699674362259971,0.283311593179898,Vac,9.29477718147056,0.0,20,0.0,0.0,OK
D0072,CRPR,cc,1,Vdc,step,70.0678872676934,244.4208897402,50,0.0,,,0.0,0.0,50,0.0,0.138177121403777,0.586429515316798,0.742296769187491,0.182522928745287,,0.0,0.83186382771838,15,0.0,0.0,OK
D0073,MPCC_D_F1,cc,1,Iac,sine,6.90193108606477,34.6482463437662,50,86.9165160763022,,,0.0,0.0,50,0.0,0.0821692996687153,0.397592007715032,0.802564306778249,0.198597796722238,,0.0,0.914898654055793,10,0.0,0.0,OK
D0074,MPCC_P,cc,2,Vbat,sine,4.5967201289127,27.1823246229736,50,28.8975171374709,Vdc,step,20.6757384821418,311.996290963424,50,0.0,0.171554557436972,0.585373915702905,0.731771300270359,0.149772095216967,,0.0,0.0,20,0.886595738854902,25.7467203214296,OK
D0075,MPCC_D_F1,cv,2,Vbat,step,23.4723898702542,107.697304030177,50,0.0,Ibat,sine,-2.62487157960852,24.7051489779503,50,29.0522359363849,0.131641372463725,0.375139736863201,0.882414544293517,0.235938408275226,Iac,0.831082249242078,0.986175991778246,20,0.0,0.0,OK
D0076,MPCC_P,cc,1,Ibat,step,6.32517221643395,69.2503185257695,50,0.0,,,0.0,0.0,50,0.0,0.194346513116933,0.646018900695254,0.698428379668386,0.12206266501052,,0.0,0.0,20,0.0,0.0,OK
D0077,MPCC_D_R,cc,1,Iac,step,11.3630355859422,49.6640573146546,50,0.0,,,0.0,0.0,50,0.0,0.168200308705474,0.430460374813796,0.684828642025684,0.11746390959792,,0.0,0.0,20,0.0,0.0,OK
D0078,CRPR,cc,1,Vac,step,22.060112396218,78.7173230505102,50,0.0,,,0.0,0.0,50,0.0,0.116602973632893,0.632493950624339,0.850027147914471,0.293059450031252,,0.0,0.883114925554268,15,0.0,0.0,OK
D0079,MPCC_D_F1,cc,1,Ibat,step,2.59305809856174,10.1577724069091,50,0.0,,,0.0,0.0,50,0.0,0.0982046047414457,0.611669598842965,0.687294541363027,0.264055587163883,,0.0,0.0,20,0.0,0.0,OK
D0080,MPCC_D_F1,cc,1,Vac,step,9.21772115427271,131.475272632359,50,0.0,,,0.0,0.0,50,0.0,0.152772530623911,0.384661337597231,0.818620468672248,0.281614416662663,Vac,4.40086895252199,0.0,20,0.0,0.0,OK
D0081,MPCC_D,cc,2,Iac,step,-15.9178668570204,99.0694327399088,50,0.0,Vbat,ramp,7.64348303457695,88.7307998348752,50,0.0,0.0589232098587359,0.399284090048402,0.878454796411257,0.267492945675279,,0.0,0.0,20,0.0,0.0,OK
D0082,MPCC_P,cc,1,Ibat,step,1.93835001034225,9.77746101531384,50,0.0,,,0.0,0.0,50,0.0,0.193870082823321,0.698973682683794,0.844510576828854,0.1956227059001,,0.0,0.0,20,0.0,0.0,OK
D0083,MPCC_P,cc,1,Vbat,step,8.76376161327367,141.851792706962,50,0.0,,,0.0,0.0,50,0.0,0.103502621560227,0.454694426699207,0.8442826086166,0.265473325667092,,0.0,0.0,20,0.0,0.0,OK
D0084,CRPR,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.069588207388746,0.36943566533866,0.807120001261146,0.298022012005383,Vac,5.03315087794848,0.0,20,0.0,0.0,OK
D0085,MPCC_D_F1,cc,1,Vac,sine,27.7023606475855,259.416889140876,50,145.998991334542,,,0.0,0.0,50,0.0,0.128468911752505,0.449299896839711,0.813449678098149,0.154701306870453,,0.0,0.746204268195858,10,0.0,0.0,OK
D0086,MPCC_P,cv,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.149612294605164,0.535687129920164,0.838648202881381,0.145485353147224,,0.0,0.0,20,0.0,0.0,OK
D0087,MPCC_D_F1,cc,2,Vbat,pulse,16.1918881935656,121.309850924717,50,0.0,Vdc,step,60.1856088737591,515.801094269226,50,0.0,0.180296298037069,0.518981173781005,0.674458044328847,0.148148983156236,Iac,1.02687473489032,0.738811051145886,20,0.733747637241379,-29.7097571492914,OK
D0088,MPCC_D_F1,cc,1,Vac,step,20.9894520918328,400.016454422928,50,0.0,,,0.0,0.0,50,0.0,0.15714456528067,0.58693535283656,0.874071301002472,0.239998238133498,Iac,0.961000908297756,0.0,20,0.0,0.0,OK
D0089,MPCC_D,cc,1,Iac,step,8.92231395422239,64.8047783836851,50,0.0,,,0.0,0.0,50,0.0,0.0523985110190831,0.361038091553567,0.674230427359791,0.212837022912385,Iac,1.49822215861199,1.02369489015556,5,0.0,0.0,OK
D0090,CRPR,cv,2,Vbat,step,16.6097469099228,81.1407877496009,50,0.0,Vac,step,11.8022566511006,46.0292597761539,50,0.0,0.0901564271619743,0.433620462995352,0.876124432701323,0.137215652533408,,0.0,0.0,20,0.0,0.0,OK
D0091,MPCC_P,cc,1,Iac,pulse,12.9206299893357,187.173283575754,50,0.0,,,0.0,0.0,50,0.0,0.158783411091793,0.560945097568075,0.673333417120192,0.166615762499537,,0.0,0.0,20,0.0,0.0,OK
D0092,MPCC_D_R,cc,1,Iac,step,18.8330303537182,72.4104214171187,50,0.0,,,0.0,0.0,50,0.0,0.178455056911078,0.441328677334659,0.769717411711797,0.10007081194631,Iac,1.10507157808321,0.0,20,0.0,0.0,OK
D0093,MPCC_D_F1,cc,1,Vbat,ramp,-19.1466254304757,124.258036463467,50,0.0,,,0.0,0.0,50,0.0,0.148945203632995,0.699750611529309,0.890500871287711,0.207183781466259,,0.0,0.0,20,0.0,0.0,OK
D0094,MPCC_D_F10,cc,1,Vdc,tri,69.481277033589,548.212634905685,50,0.0,,,0.0,0.0,50,0.0,0.108870795498454,0.504762859252516,0.755858244725134,0.190153222118053,,0.0,0.0,20,0.0,0.0,OK
D0095,MPCC_P,cv,2,Iac,sine,19.52005989639,67.3982066480279,50,177.934809967903,Vac,tri,13.9630964791312,54.2524474089353,50,0.0,0.180419315000617,0.589695070559739,0.829731473897352,0.206596676686828,,0.0,0.889387222558509,10,0.78637364403377,-25.9985574531164,OK
D0096,MPCC_P,cc,1,Iac,ramp,-1.74018232691823,14.181889617369,50,0.0,,,0.0,0.0,50,0.0,0.0677114302011327,0.336960326030262,0.875970118683777,0.241375853994886,,0.0,0.0,20,0.0,0.0,OK
D0097,MPCC_D_R,cc,1,Ibat,step,-3.41600462055134,27.3904814049446,50,0.0,,,0.0,0.0,50,0.0,0.0948415448353666,0.690534029958114,0.721145252257158,0.254243317601951,,0.0,0.0,20,0.737665876008121,-13.2161782733559,OK
D0098,MPCC_D_F10,cc,1,Vac,step,-7.88927644745047,51.8271498850559,50,0.0,,,0.0,0.0,50,0.0,0.0678365279913901,0.455423809113148,0.845145731369418,0.199574855574924,,0.0,1.02738862018224,20,0.0,0.0,OK
D0099,MPCC_D_F10,cc,1,Vdc,tri,20.6825733043655,87.3818842359206,50,0.0,,,0.0,0.0,50,0.0,0.13484261294158,0.419048999481578,0.657861596906575,0.26160999267297,,0.0,0.0,20,0.0,0.0,OK
D0100,MPCC_D_F1,cc,1,Ibat,step,5.02565330599075,49.1263660118701,50,0.0,,,0.0,0.0,50,0.0,0.0682353681174671,0.568299633890711,0.861194033079976,0.100943771238195,Vdc,2.65909247787498,1.01730113692663,10,0.0,0.0,OK
D0101,MPCC_D_F1,cc,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.175084529395411,0.422786487868895,0.692880414056276,0.237055396339463,,0.0,0.0,20,0.899402416006154,-17.0426390805323,OK
D0102,MPCC_D_F1,cc,1,Vac,step,22.2111554674922,81.1803903433944,50,0.0,,,0.0,0.0,50,0.0,0.171352650443104,0.366899401659566,0.832685066977259,0.215747878212194,Vac,5.33412780726695,0.708917640792997,5,0.0,0.0,OK
D0103,MPCC_D,cv,0,,,0.0,0.0,50,0.0,,,0.0,0.0,50,0.0,0.118903061846707,0.629073903207144,0.85690806190516,0.217434252025145,,0.0,0.0,20,0.0,0.0,OK
D0104,CRPR,cv,1,Ibat,step,5.55994082519979,99.5410334614164,50,0.0,,,0.0,0.0,50,0.0,0.165820596098665,0.462175809131429,0.724618643885021,0.137141348420123,,0.0,0.0,20,0.0,0.0,OK
D0105,CRPR,cc,2,Vdc,step,108.361960632876,965.625657861187,50,0.0,Vac,step,23.8466338200376,93.626668789018,50,0.0,0.0595534354625384,0.418733831468014,0.676421708829771,0.207128008804351,,0.0,0.0,20,0.0,0.0,OK
D0106,CRPR,cc,1,Ibat,step,-7.01668026831722,68.1178543151472,50,0.0,,,0.0,0.0,50,0.0,0.16082153170954,0.68977263573721,0.802554692931779,0.270411963495061,,0.0,0.0,20,0.711851311229297,-13.5266096972779,OK
D0107,CRPR,cc,1,Vdc,step,79.9772807556996,354.641296663063,50,0.0,,,0.0,0.0,50,0.0,0.0728736840381619,0.438076486271556,0.70631610359219,0.168252356924632,,0.0,0.873110696237439,5,0.0,0.0,OK
D0108,MPCC_P,cv,1,Vdc,ramp,-25.2552225143816,154.05728631328,50,0.0,,,0.0,0.0,50,0.0,0.152551241144678,0.649278387526592,0.682278571644935,0.237248291555385,,0.0,0.0,20,0.963762483785666,-29.8785072637168,OK
D0109,MPCC_D_F1,cc,1,Ibat,step,-3.89639178606233,31.2163942070369,50,0.0,,,0.0,0.0,50,0.0,0.156184016177122,0.446032005507954,0.6986423120515,0.254990732801815,,0.0,0.0,20,0.0,0.0,OK
D0110,CRPR,cc,1,Vbat,ramp,-3.9820555634844,32.4771707296733,50,0.0,,,0.0,0.0,50,0.0,0.152369469383388,0.682003998395042,0.803195645388835,0.235898110504083,Vdc,3.23849564410805,0.0,20,0.833449861796605,16.2820993446216,OK
D0111,MPCC_D_F1,cv,1,Iac,step,7.41546764588706,67.7634863492235,50,0.0,,,0.0,0.0,50,0.0,0.0723744435709235,0.308991329817665,0.842315618130781,0.159065060880575,Iac,1.19933211484246,0.683280903864442,20,0.0,0.0,OK
D0112,MPCC_D,cc,2,Ibat,step,-6.05642557565072,20.5094117136178,50,0.0,Vac,step,-18.8124906043192,80.334593477669,50,0.0,0.174911864384279,0.321922296112963,0.668919301175515,0.255385931743624,,0.0,0.0,20,0.0,0.0,OK
